1	0.0	1	0.0	1	0.0
2	6.963215710730621e-05	2	0.00015950171376346987	2	-8.986955665616366e-05
4	0.0005258245768152335	4	0.0016144460387136224	4	-0.001088621461898389
5	0.0012759426661688759	5	0.0025818597477126324	5	-0.0013059170815437565
7	0.004369101568260234	7	0.0071675955968943834	7	-0.002798494028634149
8	0.007894294870310951	8	0.012231578596437967	8	-0.004337283726127015
10	0.021790465959871542	10	0.02868758698932096	10	-0.006897121029449418
11	0.03363339960569796	11	0.04374201517169264	11	-0.010108615565994683
13	0.07731749599657242	13	0.09214370780903378	13	-0.014826211812461354
14	0.1127533446880176	14	0.13307135146230872	14	-0.020318006774291117
16	0.2269415338831758	16	0.2619622876164513	16	-0.035020753733275484
17	0.31147766979338765	17	0.3572347348691524	17	-0.04575706507576477
19	0.5617267974385768	19	0.6175756010218639	19	-0.05584880358328714
20	0.723580164519782	20	0.7562956934042208	20	-0.03271552888443874
22	1.0	22	0.9395800860676432	22	0.060419913932356795
None	None	23	0.9823222139552893	23	0.017677786044710708
None	None	25	1.0	25	0.0
