1	0.008937050722344126	1	0.02702961220916576	1	-0.01809256148682163
2	0.023990729064473446	2	0.059559991393533	2	-0.03556926232905955
3	0.046185954888589134	3	0.10163642110216765	3	-0.05545046621357852
4	0.07732972547247366	4	0.14950712610589612	4	-0.07217740063342246
5	0.1245294840497788	5	0.21447374166701258	5	-0.08994425761723378
6	0.18973018167340058	6	0.29222406280371804	6	-0.10249388113031746
7	0.28015261000562747	7	0.3902805258993901	7	-0.11012791589376264
8	0.39365198967431597	8	0.5086689317054455	8	-0.1150169420311295
9	0.5381800907162679	9	0.6434955266216386	9	-0.10531543590537062
10	0.7073539989947267	10	0.7864923255753573	10	-0.07913832658063058
11	0.8811031524348149	11	0.9075570652222064	11	-0.02645391278739151
12	1.0	12	0.9745284296310511	12	0.02547157036894887
None	None	13	1.0	13	0.0
