1	0.0	1	0.0	1	0.0
81	0.0	81	0.0	81	0.0
161	0.0	161	0.0	161	0.0
241	0.0	241	0.0	241	0.0
321	0.0	321	0.0	321	0.0
401	0.0	401	0.0	401	0.0
481	0.0	481	0.0	481	0.0
561	0.0	561	0.0	561	0.0
641	0.0	641	0.0	641	0.0
721	9.99000999000999e-06	721	0.0	721	9.99000999000999e-06
801	9.99000999000999e-06	801	0.0	801	9.99000999000999e-06
881	3.996003996003996e-05	881	1.998001998001998e-05	881	1.998001998001998e-05
961	6.993006993006993e-05	961	7.988019964067868e-05	961	-9.950129710608748e-06
1041	0.0007585832711664744	1041	0.0007883153867080464	1041	-2.973211554157195e-05
1121	0.004079496653826687	1121	0.004472272645933634	1121	-0.00039277599210694666
1201	0.022327970575991007	1201	0.026606385686899704	1201	-0.004278415110908696
1281	0.12272898760391214	1281	0.1412797692227758	1281	-0.018550781618863657
1361	0.5251526403205912	1361	0.5603543446848025	1361	-0.03520170436421133
1441	0.9898610000000002	1441	0.9541598315004326	1441	0.035701168499567615
1521	1.0	1521	0.9999209999999998	1521	7.900000000016227e-05
