1	0.0	1	0.0	1	0.0
41	0.0	41	0.0	41	0.0
81	0.0	81	0.0	81	0.0
121	0.0	121	0.0	121	0.0
161	9.900990099009902e-05	161	0.00019801980198019803	161	-9.900990099009902e-05
201	0.000196078431372549	201	0.00039603960396039607	201	-0.00019996117258784705
241	0.0005826351865955827	241	0.000297029702970297	241	0.0002856054836252857
281	0.0017744692801661666	281	0.0011881188118811879	281	0.0005863504682849787
321	0.004860996937038352	321	0.0035261967903570165	321	0.0013348001466813352
361	0.007386584217357744	361	0.008594779693519888	361	-0.001208195476162144
401	0.021734030735607104	401	0.021296309303815635	401	0.0004377214317914692
441	0.051941938445874705	441	0.05177685180485321	441	0.00016508664102149462
481	0.11644562952306371	481	0.128641809290498	481	-0.012196179767434298
521	0.2628186474548072	521	0.28613067126120073	521	-0.023312023806393523
561	0.5213489631038084	561	0.5511382850728631	561	-0.029789321969054705
601	0.8354341630413255	601	0.8446007017536288	601	-0.00916653871230333
641	0.9899699999999997	641	0.9798075921916353	641	0.010162407808364415
681	1.0	681	0.9992299999999998	681	0.0007700000000001594
