1	0.0	1	0.0	1	0.0
3	0.0	3	0.0	3	0.0
5	0.0	5	0.0	5	0.0
7	0.0	7	0.0	7	0.0
9	0.0	9	9.900990099009902e-05	9	-9.900990099009902e-05
11	0.0	11	0.0005940594059405942	11	-0.0005940594059405942
13	0.000889147738303242	13	0.0007920792079207921	13	9.706853038244983e-05
15	0.0011881188118811879	15	0.002760685548851859	15	-0.0015725667369706712
17	0.006292208318490332	17	0.010716884288450185	17	-0.004424675969959853
19	0.014734519795983963	19	0.02265025092902742	19	-0.007915731133043459
21	0.035045043531738776	21	0.05344823315128765	21	-0.01840318961954887
23	0.0766207973002591	23	0.11870527317285828	23	-0.042084475872599184
25	0.1620395139731291	25	0.22545997731790002	25	-0.06342046334477092
27	0.3074867760187559	27	0.4179506979125563	27	-0.11046392189380039
29	0.5654360964736875	29	0.6697630674859926	29	-0.10432697101230504
31	0.8852057255282921	31	0.8709005727153537	31	0.014305152812938426
33	1.0	33	0.9745486841972615	33	0.025451315802738517
None	None	35	1.0	35	0.0
