1	0.012035400019356062	1	0.0248170310296589	1	-0.012781631010302838
2	0.026062973370173874	2	0.05295711048630321	2	-0.026894137116129334
3	0.050365525276557924	3	0.09708026763787217	3	-0.046714742361314246
4	0.0856106182595032	4	0.140602113889776	4	-0.05499149563027281
5	0.12011521049380462	5	0.19777352113710786	5	-0.07765831064330324
6	0.1991910029680445	6	0.2755279391420838	6	-0.07633693617403928
7	0.28395917499896245	7	0.3784127893007257	7	-0.09445361430176324
8	0.3956681140610293	8	0.4932963037816269	8	-0.09762818972059761
9	0.5404319580771068	9	0.6354045863758517	9	-0.09497262829874498
10	0.7100038877281762	10	0.7842924524434222	10	-0.07428856471524592
11	0.8817100525294296	11	0.9136751535072345	11	-0.03196510097780492
12	1.0	12	0.9797133142312409	12	0.02028668576875914
None	None	13	1.0	13	0.0
