1	0.0	1	0.0	1	0.0
81	0.0	81	0.0	81	0.0
161	0.0	161	0.0	161	0.0
241	0.0	241	0.0	241	0.0
321	0.0	321	0.0	321	0.0
401	0.0	401	0.0	401	0.0
481	0.0	481	0.0	481	0.0
561	0.0	561	0.0	561	0.0
641	0.0	641	0.0	641	0.0
721	0.0	721	0.0	721	0.0
801	0.0	801	0.0	801	0.0
881	0.0	881	0.0	881	0.0
961	0.00019801980198019803	961	0.0	961	0.00019801980198019803
1041	0.0004950495049504951	1041	0.00039409823335274707	1041	0.00010095127159774798
1121	0.003160551349252573	1121	0.004641817122888761	1121	-0.001481265773636188
1201	0.02267974486151108	1201	0.02909705921507569	1201	-0.006417314353564612
1281	0.11919870186212736	1281	0.12817627451977487	1281	-0.008977572657647509
1361	0.5203327232045539	1361	0.5255857445746668	1361	-0.005253021370112854
1441	0.9894399999999994	1441	0.9546534839057821	1441	0.034786516094217346
1521	1.0	1521	0.99937	1521	0.0006300000000000194
